Experiment	Oscilloscope	
1.0162999E+1	-7.0027269E-8
1.0164000E+1	-7.0027127E-8
1.0164999E+1	-7.0027184E-8
1.0165999E+1	-7.0027049E-8
1.0166999E+1	-7.0027347E-8
1.0167999E+1	-7.0027454E-8
1.0169000E+1	-7.0027511E-8
1.0169999E+1	-7.0027419E-8
1.0171000E+1	-7.0027177E-8
1.0171999E+1	-7.0027198E-8
1.0172999E+1	-7.0027170E-8
1.0173999E+1	-7.0027298E-8
1.0174999E+1	-7.0027092E-8
1.0176000E+1	-7.0027056E-8
1.0176999E+1	-7.0026900E-8
1.0177999E+1	-7.0027113E-8
1.0178999E+1	-7.0027284E-8
1.0179999E+1	-7.0027411E-8
1.0181000E+1	-7.0027255E-8
1.0181999E+1	-7.0027184E-8
1.0183000E+1	-7.0027156E-8
1.0183999E+1	-7.0027014E-8
1.0184999E+1	-7.0027191E-8
1.0185999E+1	-7.0027497E-8
1.0186999E+1	-7.0027475E-8
1.0188000E+1	-7.0027468E-8
1.0188999E+1	-7.0027284E-8
1.0190000E+1	-7.0027120E-8
1.0190999E+1	-7.0027475E-8
1.0191999E+1	-7.0027582E-8
1.0192999E+1	-7.0027468E-8
1.0193999E+1	-7.0027340E-8
1.0195000E+1	-7.0027014E-8
1.0195999E+1	-7.0026779E-8
1.0197000E+1	-7.0026900E-8
1.0197999E+1	-7.0027049E-8
1.0198999E+1	-7.0027262E-8
1.0199999E+1	-7.0027056E-8
1.0200999E+1	-7.0027092E-8
1.0202000E+1	-7.0026957E-8
1.0202999E+1	-7.0027085E-8
1.0204000E+1	-7.0027284E-8
1.0204999E+1	-7.0027447E-8
1.0205999E+1	-7.0027511E-8
1.0206999E+1	-7.0027511E-8
1.0207999E+1	-7.0027177E-8
1.0209000E+1	-7.0026800E-8
1.0209999E+1	-7.0026843E-8
1.0210999E+1	-7.0026672E-8
1.0211999E+1	-7.0026857E-8
1.0212999E+1	-7.0027070E-8
1.0214000E+1	-7.0026999E-8
1.0214999E+1	-7.0027220E-8
1.0216000E+1	-7.0027141E-8
1.0216999E+1	-7.0026957E-8
1.0217999E+1	-7.0027127E-8
1.0218999E+1	-7.0027241E-8
1.0219999E+1	-7.0027134E-8
1.0221000E+1	-7.0027326E-8
1.0221999E+1	-7.0027284E-8
1.0223000E+1	-7.0027099E-8
1.0223999E+1	-7.0026928E-8
1.0224999E+1	-7.0026971E-8
1.0225999E+1	-7.0027269E-8
1.0226999E+1	-7.0027383E-8
1.0228000E+1	-7.0027440E-8
1.0228999E+1	-7.0027205E-8
1.0230000E+1	-7.0027170E-8
1.0230999E+1	-7.0027291E-8
1.0231999E+1	-7.0027198E-8
1.0232999E+1	-7.0026999E-8
1.0233999E+1	-7.0027170E-8
1.0235000E+1	-7.0026914E-8
1.0235999E+1	-7.0026786E-8
1.0237000E+1	-7.0026914E-8
1.0237999E+1	-7.0026935E-8
1.0238999E+1	-7.0027156E-8
1.0240000E+1	-7.0027092E-8
1.0240999E+1	-7.0026800E-8
1.0242000E+1	-7.0027070E-8
1.0242999E+1	-7.0027028E-8
1.0243999E+1	-7.0027056E-8
1.0244999E+1	-7.0027355E-8
1.0245999E+1	-7.0027220E-8
1.0247000E+1	-7.0027056E-8
1.0247999E+1	-7.0027070E-8
1.0249000E+1	-7.0027042E-8
1.0249999E+1	-7.0027227E-8
1.0250999E+1	-7.0027525E-8
1.0251999E+1	-7.0027298E-8
1.0252999E+1	-7.0027234E-8
1.0254000E+1	-7.0027156E-8
1.0254999E+1	-7.0026971E-8
1.0256000E+1	-7.0026957E-8
1.0256999E+1	-7.0026914E-8
1.0257999E+1	-7.0026942E-8
1.0258999E+1	-7.0027014E-8
1.0259999E+1	-7.0026971E-8
1.0261000E+1	-7.0026744E-8
1.0261999E+1	-7.0026701E-8
1.0263000E+1	-7.0026822E-8
1.0263999E+1	-7.0027014E-8
1.0264999E+1	-7.0027035E-8
1.0265999E+1	-7.0026921E-8
1.0266999E+1	-7.0026950E-8
1.0268000E+1	-7.0026630E-8
1.0268999E+1	-7.0026644E-8
1.0270000E+1	-7.0026715E-8
1.0270999E+1	-7.0026914E-8
1.0271999E+1	-7.0026957E-8
1.0273000E+1	-7.0026815E-8
1.0273999E+1	-7.0026758E-8
1.0275000E+1	-7.0026680E-8
1.0275999E+1	-7.0026609E-8
1.0276999E+1	-7.0026687E-8
1.0277999E+1	-7.0026566E-8
1.0278999E+1	-7.0026729E-8
1.0280000E+1	-7.0026786E-8
1.0280999E+1	-7.0026701E-8
1.0282000E+1	-7.0026772E-8
1.0282999E+1	-7.0026502E-8
1.0283999E+1	-7.0026417E-8
1.0284999E+1	-7.0026516E-8
1.0285999E+1	-7.0026843E-8
1.0287000E+1	-7.0026800E-8
1.0287999E+1	-7.0026715E-8
1.0289000E+1	-7.0026587E-8
1.0289999E+1	-7.0026857E-8
1.0290999E+1	-7.0026758E-8
1.0291999E+1	-7.0026573E-8
1.0292999E+1	-7.0026729E-8
1.0294000E+1	-7.0026921E-8
1.0294999E+1	-7.0026772E-8
1.0296000E+1	-7.0026758E-8
1.0296999E+1	-7.0026530E-8
1.0297999E+1	-7.0026744E-8
1.0298999E+1	-7.0026594E-8
1.0299999E+1	-7.0026694E-8
1.0301000E+1	-7.0027127E-8
1.0301999E+1	-7.0027241E-8
1.0302999E+1	-7.0027092E-8
1.0303999E+1	-7.0027028E-8
1.0304999E+1	-7.0026900E-8
1.0306000E+1	-7.0026800E-8
1.0306999E+1	-7.0026886E-8
1.0308000E+1	-7.0026985E-8
1.0308999E+1	-7.0027106E-8
1.0309999E+1	-7.0027177E-8
1.0310999E+1	-7.0027141E-8
1.0311999E+1	-7.0026772E-8
1.0313000E+1	-7.0026701E-8
1.0313999E+1	-7.0026928E-8
1.0315000E+1	-7.0026935E-8
1.0315999E+1	-7.0026800E-8
1.0316999E+1	-7.0026850E-8
1.0317999E+1	-7.0026807E-8
1.0318999E+1	-7.0026758E-8
1.0320000E+1	-7.0026850E-8
1.0320999E+1	-7.0026942E-8
1.0322000E+1	-7.0027099E-8
1.0322999E+1	-7.0026985E-8
1.0323999E+1	-7.0026744E-8
1.0324999E+1	-7.0026701E-8
1.0325999E+1	-7.0026594E-8
1.0327000E+1	-7.0026587E-8
1.0327999E+1	-7.0026644E-8
1.0329000E+1	-7.0026601E-8
1.0329999E+1	-7.0026601E-8
1.0330999E+1	-7.0026616E-8
1.0331999E+1	-7.0026587E-8
1.0332999E+1	-7.0026601E-8
1.0334000E+1	-7.0026772E-8
1.0334999E+1	-7.0026715E-8
1.0335999E+1	-7.0026637E-8
1.0336999E+1	-7.0026758E-8
1.0337999E+1	-7.0026580E-8
1.0339000E+1	-7.0026573E-8
1.0339999E+1	-7.0026552E-8
1.0341000E+1	-7.0026374E-8
1.0341999E+1	-7.0026836E-8
1.0342999E+1	-7.0026942E-8
1.0343999E+1	-7.0026715E-8
1.0344999E+1	-7.0026900E-8
1.0346000E+1	-7.0027077E-8
1.0346999E+1	-7.0027021E-8
1.0348000E+1	-7.0026815E-8
1.0348999E+1	-7.0026928E-8
1.0349999E+1	-7.0027170E-8
1.0350999E+1	-7.0027184E-8
1.0351999E+1	-7.0027241E-8
1.0353000E+1	-7.0027127E-8
1.0353999E+1	-7.0027184E-8
1.0355000E+1	-7.0027284E-8
1.0355999E+1	-7.0026928E-8
1.0356999E+1	-7.0026701E-8
1.0357999E+1	-7.0026637E-8
1.0358999E+1	-7.0026516E-8
1.0360000E+1	-7.0026530E-8
1.0360999E+1	-7.0026935E-8
1.0362000E+1	-7.0026815E-8
1.0362999E+1	-7.0026942E-8
1.0363999E+1	-7.0027085E-8
1.0364999E+1	-7.0026928E-8
1.0365999E+1	-7.0027170E-8
1.0367000E+1	-7.0027028E-8
1.0367999E+1	-7.0026971E-8
1.0368999E+1	-7.0027163E-8
1.0369999E+1	-7.0027255E-8
1.0370999E+1	-7.0026999E-8
1.0372000E+1	-7.0027120E-8
1.0372999E+1	-7.0027305E-8
1.0374000E+1	-7.0027326E-8
1.0374999E+1	-7.0027482E-8
1.0375999E+1	-7.0027546E-8
1.0376999E+1	-7.0027397E-8
1.0377999E+1	-7.0026900E-8
1.0379000E+1	-7.0027021E-8
1.0379999E+1	-7.0027241E-8
1.0381000E+1	-7.0027383E-8
1.0381999E+1	-7.0027546E-8
1.0382999E+1	-7.0027447E-8
1.0383999E+1	-7.0027355E-8
1.0384999E+1	-7.0027468E-8
1.0386000E+1	-7.0027355E-8
1.0386999E+1	-7.0027554E-8
1.0388000E+1	-7.0027575E-8
1.0388999E+1	-7.0027546E-8
1.0389999E+1	-7.0027639E-8
1.0390999E+1	-7.0027454E-8
1.0391999E+1	-7.0027269E-8
1.0393000E+1	-7.0027255E-8
1.0393999E+1	-7.0027227E-8
1.0395000E+1	-7.0027255E-8
1.0395999E+1	-7.0027298E-8
1.0396999E+1	-7.0027326E-8
1.0397999E+1	-7.0027404E-8
1.0398999E+1	-7.0027710E-8
1.0400000E+1	-7.0027795E-8
1.0400999E+1	-7.0027909E-8
1.0401999E+1	-7.0027966E-8
1.0402999E+1	-7.0027639E-8
1.0403999E+1	-7.0027411E-8
1.0405000E+1	-7.0027497E-8
1.0405999E+1	-7.0027760E-8
1.0407000E+1	-7.0027681E-8
1.0407999E+1	-7.0027411E-8
1.0408999E+1	-7.0027525E-8
1.0409999E+1	-7.0027582E-8
1.0410999E+1	-7.0027582E-8
1.0412000E+1	-7.0027461E-8
1.0412999E+1	-7.0027525E-8
1.0414000E+1	-7.0027696E-8
1.0414999E+1	-7.0027454E-8
1.0415999E+1	-7.0027134E-8
1.0416999E+1	-7.0027340E-8
1.0417999E+1	-7.0027340E-8
1.0419000E+1	-7.0027490E-8
1.0419999E+1	-7.0027582E-8
1.0421000E+1	-7.0027710E-8
1.0421999E+1	-7.0027696E-8
1.0422999E+1	-7.0027895E-8
1.0423999E+1	-7.0027653E-8
1.0424999E+1	-7.0027653E-8
1.0426000E+1	-7.0027795E-8
1.0426999E+1	-7.0027710E-8
1.0427999E+1	-7.0027802E-8
1.0428999E+1	-7.0027873E-8
1.0429999E+1	-7.0027930E-8
1.0431000E+1	-7.0027866E-8
1.0431999E+1	-7.0027646E-8
1.0433000E+1	-7.0027717E-8
1.0433999E+1	-7.0027824E-8
1.0434999E+1	-7.0027610E-8
1.0435999E+1	-7.0027667E-8
1.0436999E+1	-7.0027440E-8
1.0438000E+1	-7.0027625E-8
1.0438999E+1	-7.0027667E-8
1.0440000E+1	-7.0027440E-8
1.0440999E+1	-7.0027525E-8
1.0441999E+1	-7.0027752E-8
1.0442999E+1	-7.0027774E-8
1.0443999E+1	-7.0027902E-8
1.0445000E+1	-7.0027681E-8
1.0445999E+1	-7.0027561E-8
1.0447000E+1	-7.0027902E-8
1.0447999E+1	-7.0027859E-8
1.0448999E+1	-7.0027696E-8
1.0449999E+1	-7.0027866E-8
1.0450999E+1	-7.0027653E-8
1.0452000E+1	-7.0027610E-8
1.0452999E+1	-7.0027696E-8
1.0454000E+1	-7.0027724E-8
1.0454999E+1	-7.0027838E-8
1.0455999E+1	-7.0027752E-8
1.0456999E+1	-7.0027660E-8
1.0457999E+1	-7.0027667E-8
1.0459000E+1	-7.0027568E-8
1.0459999E+1	-7.0027561E-8
1.0460999E+1	-7.0027454E-8
1.0461999E+1	-7.0027674E-8
1.0462999E+1	-7.0027667E-8
1.0464000E+1	-7.0027347E-8
1.0464999E+1	-7.0027532E-8
1.0466000E+1	-7.0027305E-8
1.0466999E+1	-7.0027241E-8
1.0467999E+1	-7.0027426E-8
1.0468999E+1	-7.0027163E-8
1.0469999E+1	-7.0027141E-8
1.0471000E+1	-7.0027554E-8
1.0471999E+1	-7.0027369E-8
1.0473000E+1	-7.0027262E-8
1.0473999E+1	-7.0027113E-8
1.0474999E+1	-7.0027241E-8
1.0475999E+1	-7.0027397E-8
1.0476999E+1	-7.0027568E-8
1.0478000E+1	-7.0027369E-8
1.0478999E+1	-7.0027326E-8
1.0480000E+1	-7.0027170E-8
1.0480999E+1	-7.0027177E-8
1.0481999E+1	-7.0027397E-8
1.0482999E+1	-7.0027355E-8
1.0483999E+1	-7.0027063E-8
1.0485000E+1	-7.0026971E-8
1.0485999E+1	-7.0027141E-8
1.0487000E+1	-7.0027092E-8
1.0487999E+1	-7.0027049E-8
1.0488999E+1	-7.0026672E-8
1.0489999E+1	-7.0026744E-8
1.0490999E+1	-7.0026893E-8
1.0492000E+1	-7.0026800E-8
1.0492999E+1	-7.0026928E-8
1.0493999E+1	-7.0027156E-8
1.0494999E+1	-7.0027127E-8
1.0495999E+1	-7.0027191E-8
1.0497000E+1	-7.0027234E-8
1.0497999E+1	-7.0027397E-8
1.0499000E+1	-7.0027255E-8
1.0499999E+1	-7.0027141E-8
1.0500999E+1	-7.0026985E-8
1.0501999E+1	-7.0027028E-8
1.0502999E+1	-7.0027014E-8
1.0504000E+1	-7.0027014E-8
1.0504999E+1	-7.0026900E-8
1.0506000E+1	-7.0026942E-8
1.0506999E+1	-7.0027021E-8
1.0507999E+1	-7.0026950E-8
1.0508999E+1	-7.0026985E-8
1.0509999E+1	-7.0026950E-8
1.0511000E+1	-7.0026857E-8
1.0511999E+1	-7.0026879E-8
1.0513000E+1	-7.0026736E-8
1.0513999E+1	-7.0026516E-8
1.0514999E+1	-7.0026644E-8
1.0515999E+1	-7.0027042E-8
1.0516999E+1	-7.0026957E-8
1.0518000E+1	-7.0026971E-8
1.0518999E+1	-7.0026900E-8
1.0520000E+1	-7.0026715E-8
1.0520999E+1	-7.0026715E-8
1.0521999E+1	-7.0026942E-8
1.0522999E+1	-7.0026857E-8
1.0523999E+1	-7.0026999E-8
1.0525000E+1	-7.0027070E-8
1.0525999E+1	-7.0026715E-8
1.0526999E+1	-7.0026488E-8
1.0527999E+1	-7.0026474E-8
1.0528999E+1	-7.0026537E-8
1.0530000E+1	-7.0026488E-8
1.0530999E+1	-7.0026573E-8
1.0532000E+1	-7.0026218E-8
1.0532999E+1	-7.0026097E-8
1.0533999E+1	-7.0026374E-8
1.0534999E+1	-7.0026559E-8
1.0535999E+1	-7.0026722E-8
1.0537000E+1	-7.0026687E-8
1.0537999E+1	-7.0026665E-8
1.0539000E+1	-7.0026765E-8
1.0539999E+1	-7.0026189E-8
1.0540999E+1	-7.0025848E-8
1.0541999E+1	-7.0026317E-8
1.0542999E+1	-7.0026488E-8
1.0544000E+1	-7.0026552E-8
1.0544999E+1	-7.0026729E-8
1.0546000E+1	-7.0026871E-8
1.0546999E+1	-7.0026616E-8
1.0547999E+1	-7.0026559E-8
1.0548999E+1	-7.0026459E-8
1.0549999E+1	-7.0026474E-8
1.0551000E+1	-7.0026736E-8
1.0551999E+1	-7.0026758E-8
1.0552999E+1	-7.0026630E-8
1.0553999E+1	-7.0026687E-8
1.0554999E+1	-7.0026601E-8
1.0555999E+1	-7.0026658E-8
1.0556999E+1	-7.0026545E-8
1.0558000E+1	-7.0026715E-8
1.0558999E+1	-7.0026687E-8
1.0559999E+1	-7.0026914E-8
1.0560999E+1	-7.0026715E-8
1.0561999E+1	-7.0026559E-8
1.0563000E+1	-7.0026573E-8
1.0563999E+1	-7.0026545E-8
1.0565000E+1	-7.0026708E-8
1.0565999E+1	-7.0026914E-8
1.0566999E+1	-7.0026971E-8
1.0567999E+1	-7.0026879E-8
1.0568999E+1	-7.0027184E-8
1.0570000E+1	-7.0027070E-8
1.0570999E+1	-7.0027028E-8
1.0572000E+1	-7.0027056E-8
1.0572999E+1	-7.0026971E-8
1.0573999E+1	-7.0027042E-8
1.0574999E+1	-7.0026871E-8
1.0575999E+1	-7.0026751E-8
1.0577000E+1	-7.0026879E-8
1.0577999E+1	-7.0026900E-8
1.0579000E+1	-7.0026992E-8
1.0579999E+1	-7.0026815E-8
1.0580999E+1	-7.0026601E-8
1.0581999E+1	-7.0026587E-8
1.0582999E+1	-7.0026672E-8
1.0584000E+1	-7.0026758E-8
1.0584999E+1	-7.0026914E-8
1.0585999E+1	-7.0027006E-8
1.0586999E+1	-7.0026879E-8
1.0587999E+1	-7.0026601E-8
1.0588999E+1	-7.0026715E-8
1.0589999E+1	-7.0027134E-8
1.0591000E+1	-7.0027113E-8
1.0591999E+1	-7.0027077E-8
1.0592999E+1	-7.0027156E-8
1.0593999E+1	-7.0026886E-8
1.0594999E+1	-7.0026914E-8
1.0596000E+1	-7.0026850E-8
1.0596999E+1	-7.0027070E-8
1.0598000E+1	-7.0027284E-8
1.0598999E+1	-7.0027212E-8
1.0599999E+1	-7.0026935E-8
1.0600999E+1	-7.0026680E-8
1.0601999E+1	-7.0026744E-8
1.0603000E+1	-7.0026807E-8
1.0603999E+1	-7.0026786E-8
1.0605000E+1	-7.0026985E-8
1.0605999E+1	-7.0027006E-8
1.0606999E+1	-7.0026928E-8
1.0607999E+1	-7.0027056E-8
1.0608999E+1	-7.0027035E-8
1.0610000E+1	-7.0027106E-8
1.0610999E+1	-7.0027085E-8
1.0612000E+1	-7.0026829E-8
1.0612999E+1	-7.0027028E-8
1.0613999E+1	-7.0027198E-8
1.0614999E+1	-7.0026900E-8
1.0615999E+1	-7.0027106E-8
1.0617000E+1	-7.0027426E-8
1.0617999E+1	-7.0027419E-8
1.0618999E+1	-7.0027596E-8
1.0619999E+1	-7.0027440E-8
1.0620999E+1	-7.0027191E-8
1.0622000E+1	-7.0027269E-8
1.0622999E+1	-7.0026992E-8
1.0624000E+1	-7.0026871E-8
1.0624999E+1	-7.0027085E-8
1.0625999E+1	-7.0026914E-8
1.0626999E+1	-7.0027077E-8
1.0627999E+1	-7.0027269E-8
1.0629000E+1	-7.0027298E-8
1.0629999E+1	-7.0027440E-8
1.0631000E+1	-7.0027625E-8
1.0631999E+1	-7.0027525E-8
1.0632999E+1	-7.0027511E-8
1.0633999E+1	-7.0027696E-8
1.0634999E+1	-7.0027454E-8
1.0636000E+1	-7.0027170E-8
1.0636999E+1	-7.0027085E-8
1.0638000E+1	-7.0027184E-8
1.0638999E+1	-7.0027298E-8
1.0639999E+1	-7.0027298E-8
1.0640999E+1	-7.0027212E-8
1.0641999E+1	-7.0027234E-8
1.0643000E+1	-7.0027220E-8
1.0643999E+1	-7.0027184E-8
1.0645000E+1	-7.0027276E-8
1.0645999E+1	-7.0027404E-8
1.0646999E+1	-7.0027454E-8
1.0647999E+1	-7.0027397E-8
1.0648999E+1	-7.0027710E-8
1.0650000E+1	-7.0027667E-8
1.0650999E+1	-7.0027454E-8
1.0651999E+1	-7.0027383E-8
1.0652999E+1	-7.0027191E-8
1.0653999E+1	-7.0027170E-8
1.0655000E+1	-7.0027248E-8
1.0655999E+1	-7.0027156E-8
1.0657000E+1	-7.0027141E-8
1.0657999E+1	-7.0027262E-8
1.0658999E+1	-7.0027376E-8
1.0659999E+1	-7.0027340E-8
1.0660999E+1	-7.0027369E-8
1.0662000E+1	-7.0027255E-8
1.0662999E+1	-7.0027127E-8
1.0664000E+1	-7.0027390E-8
1.0664999E+1	-7.0027482E-8
1.0665999E+1	-7.0027383E-8
1.0666999E+1	-7.0027447E-8
1.0667999E+1	-7.0027404E-8
1.0669000E+1	-7.0027298E-8
1.0669999E+1	-7.0027539E-8
1.0671000E+1	-7.0027468E-8
1.0671999E+1	-7.0027255E-8
1.0672999E+1	-7.0027227E-8
1.0673999E+1	-7.0026879E-8
1.0674999E+1	-7.0026786E-8
1.0676000E+1	-7.0026800E-8
1.0676999E+1	-7.0026822E-8
1.0677999E+1	-7.0027170E-8
1.0678999E+1	-7.0027411E-8
1.0679999E+1	-7.0027156E-8
1.0680999E+1	-7.0027099E-8
1.0681999E+1	-7.0027198E-8
1.0683000E+1	-7.0027077E-8
1.0683999E+1	-7.0026793E-8
1.0684999E+1	-7.0027028E-8
1.0685999E+1	-7.0027298E-8
1.0686999E+1	-7.0027355E-8
1.0688000E+1	-7.0027333E-8
1.0688999E+1	-7.0027127E-8
1.0690000E+1	-7.0027326E-8
1.0690999E+1	-7.0027390E-8
1.0691999E+1	-7.0027397E-8
1.0692999E+1	-7.0027198E-8
1.0693999E+1	-7.0027184E-8
1.0695000E+1	-7.0026971E-8
1.0695999E+1	-7.0026786E-8
1.0697000E+1	-7.0026715E-8
1.0697999E+1	-7.0026758E-8
1.0698999E+1	-7.0027134E-8
1.0699999E+1	-7.0027170E-8
1.0700999E+1	-7.0026871E-8
1.0702000E+1	-7.0027070E-8
1.0702999E+1	-7.0027056E-8
1.0704000E+1	-7.0026857E-8
1.0704999E+1	-7.0027198E-8
1.0705999E+1	-7.0027333E-8
1.0706999E+1	-7.0027347E-8
1.0707999E+1	-7.0027312E-8
1.0709000E+1	-7.0027177E-8
1.0709999E+1	-7.0026957E-8
1.0710999E+1	-7.0026999E-8
1.0711999E+1	-7.0027156E-8
1.0712999E+1	-7.0027390E-8
1.0713999E+1	-7.0027440E-8
1.0714999E+1	-7.0027234E-8
1.0716000E+1	-7.0026893E-8
1.0716999E+1	-7.0026957E-8
1.0717999E+1	-7.0026893E-8
1.0718999E+1	-7.0027085E-8
1.0719999E+1	-7.0027362E-8
1.0721000E+1	-7.0027497E-8
1.0721999E+1	-7.0027241E-8
1.0723000E+1	-7.0027035E-8
1.0723999E+1	-7.0026736E-8
1.0724999E+1	-7.0026765E-8
1.0725999E+1	-7.0026914E-8
1.0726999E+1	-7.0026573E-8
1.0728000E+1	-7.0026459E-8
1.0728999E+1	-7.0026786E-8
1.0730000E+1	-7.0027134E-8
1.0730999E+1	-7.0027113E-8
1.0731999E+1	-7.0026928E-8
1.0732999E+1	-7.0026644E-8
1.0733999E+1	-7.0026680E-8
1.0735000E+1	-7.0026843E-8
1.0735999E+1	-7.0026971E-8
1.0737000E+1	-7.0026857E-8
1.0737999E+1	-7.0026942E-8
1.0738999E+1	-7.0026957E-8
1.0739999E+1	-7.0026559E-8
1.0740999E+1	-7.0026701E-8
1.0742000E+1	-7.0026992E-8
1.0742999E+1	-7.0026914E-8
1.0743999E+1	-7.0026815E-8
1.0744999E+1	-7.0026786E-8
1.0745999E+1	-7.0026708E-8
1.0746999E+1	-7.0026914E-8
1.0747999E+1	-7.0026978E-8
1.0749000E+1	-7.0026850E-8
1.0749999E+1	-7.0026935E-8
1.0750999E+1	-7.0026914E-8
1.0751999E+1	-7.0026957E-8
1.0752999E+1	-7.0026914E-8
1.0754000E+1	-7.0026715E-8
1.0754999E+1	-7.0026530E-8
1.0756000E+1	-7.0026637E-8
1.0756999E+1	-7.0026601E-8
1.0757999E+1	-7.0026793E-8
1.0758999E+1	-7.0027085E-8
1.0759999E+1	-7.0027028E-8
1.0761000E+1	-7.0027006E-8
1.0761999E+1	-7.0026687E-8
1.0763000E+1	-7.0026417E-8
1.0763999E+1	-7.0026289E-8
1.0764999E+1	-7.0026687E-8
1.0765999E+1	-7.0026985E-8
1.0766999E+1	-7.0026928E-8
1.0768000E+1	-7.0026708E-8
1.0768999E+1	-7.0026275E-8
1.0770000E+1	-7.0026495E-8
1.0770999E+1	-7.0026793E-8
1.0771999E+1	-7.0026658E-8
1.0772999E+1	-7.0026715E-8
1.0773999E+1	-7.0026857E-8
1.0775000E+1	-7.0026552E-8
1.0775999E+1	-7.0026452E-8
1.0776999E+1	-7.0026374E-8
1.0777999E+1	-7.0026580E-8
1.0778999E+1	-7.0026843E-8
1.0780000E+1	-7.0027184E-8
1.0780999E+1	-7.0027198E-8
1.0782000E+1	-7.0026957E-8
1.0782999E+1	-7.0027127E-8
1.0783999E+1	-7.0026942E-8
1.0784999E+1	-7.0026864E-8
1.0785999E+1	-7.0027070E-8
1.0787000E+1	-7.0026971E-8
1.0787999E+1	-7.0027056E-8
1.0789000E+1	-7.0027028E-8
1.0789999E+1	-7.0026644E-8
1.0790999E+1	-7.0026644E-8
1.0791999E+1	-7.0026758E-8
1.0792999E+1	-7.0026900E-8
1.0794000E+1	-7.0027099E-8
1.0794999E+1	-7.0027056E-8
1.0796000E+1	-7.0026850E-8
1.0796999E+1	-7.0026779E-8
1.0797999E+1	-7.0026715E-8
1.0798999E+1	-7.0026751E-8
1.0799999E+1	-7.0026992E-8
1.0801000E+1	-7.0027085E-8
1.0801999E+1	-7.0027063E-8
1.0802999E+1	-7.0027035E-8
1.0803999E+1	-7.0026815E-8
1.0804999E+1	-7.0027070E-8
1.0805999E+1	-7.0027198E-8
1.0806999E+1	-7.0027120E-8
1.0808000E+1	-7.0027156E-8
1.0808999E+1	-7.0027099E-8
1.0809999E+1	-7.0026985E-8
1.0810999E+1	-7.0027212E-8
1.0811999E+1	-7.0027014E-8
1.0813000E+1	-7.0027184E-8
1.0813999E+1	-7.0027369E-8
1.0815000E+1	-7.0027077E-8
1.0815999E+1	-7.0026921E-8
1.0816999E+1	-7.0026481E-8
1.0817999E+1	-7.0026410E-8
1.0818999E+1	-7.0026999E-8
1.0820000E+1	-7.0027056E-8
1.0820999E+1	-7.0027077E-8
1.0822000E+1	-7.0027411E-8
1.0822999E+1	-7.0027383E-8
1.0823999E+1	-7.0027554E-8
1.0824999E+1	-7.0027539E-8
1.0825999E+1	-7.0027156E-8
1.0827000E+1	-7.0027212E-8
1.0827999E+1	-7.0027241E-8
1.0829000E+1	-7.0027156E-8
1.0829999E+1	-7.0027241E-8
1.0830999E+1	-7.0027205E-8
1.0831999E+1	-7.0027269E-8
1.0832999E+1	-7.0027312E-8
1.0834000E+1	-7.0027085E-8
1.0834999E+1	-7.0026935E-8
1.0835999E+1	-7.0026935E-8
1.0836999E+1	-7.0026985E-8
1.0837999E+1	-7.0026957E-8
1.0838999E+1	-7.0027113E-8
1.0839999E+1	-7.0027184E-8
1.0841000E+1	-7.0027241E-8
1.0841999E+1	-7.0027454E-8
1.0842999E+1	-7.0027383E-8
1.0843999E+1	-7.0027355E-8
1.0844999E+1	-7.0027312E-8
1.0846000E+1	-7.0027340E-8
1.0846999E+1	-7.0027284E-8
1.0848000E+1	-7.0027610E-8
1.0848999E+1	-7.0027568E-8
1.0849999E+1	-7.0027347E-8
1.0850999E+1	-7.0027198E-8
1.0851999E+1	-7.0027063E-8
1.0853000E+1	-7.0027298E-8
1.0853999E+1	-7.0027610E-8
1.0855000E+1	-7.0027518E-8
1.0855999E+1	-7.0027554E-8
1.0856999E+1	-7.0027298E-8
1.0857999E+1	-7.0027056E-8
1.0858999E+1	-7.0027156E-8
1.0860000E+1	-7.0027255E-8
1.0860999E+1	-7.0027369E-8
1.0862000E+1	-7.0027490E-8
1.0862999E+1	-7.0027255E-8
1.0863999E+1	-7.0026957E-8
1.0864999E+1	-7.0027170E-8
1.0865999E+1	-7.0027397E-8
1.0867000E+1	-7.0027717E-8
1.0867999E+1	-7.0027667E-8
1.0868999E+1	-7.0027554E-8
1.0869999E+1	-7.0027568E-8
1.0870999E+1	-7.0027468E-8
1.0871999E+1	-7.0027426E-8
1.0872999E+1	-7.0027596E-8
1.0874000E+1	-7.0027767E-8
1.0874999E+1	-7.0027724E-8
1.0875999E+1	-7.0027468E-8
1.0876999E+1	-7.0027468E-8
1.0877999E+1	-7.0027617E-8
1.0879000E+1	-7.0027610E-8
1.0879999E+1	-7.0027404E-8
1.0881000E+1	-7.0027525E-8
1.0881999E+1	-7.0027710E-8
1.0882999E+1	-7.0027589E-8
1.0883999E+1	-7.0027525E-8
1.0884999E+1	-7.0027525E-8
1.0886000E+1	-7.0027653E-8
1.0886999E+1	-7.0027490E-8
1.0888000E+1	-7.0027454E-8
1.0888999E+1	-7.0027468E-8
1.0889999E+1	-7.0027404E-8
1.0890999E+1	-7.0027326E-8
1.0891999E+1	-7.0027170E-8
1.0893000E+1	-7.0027113E-8
1.0893999E+1	-7.0027426E-8
1.0895000E+1	-7.0027568E-8
1.0895999E+1	-7.0027554E-8
1.0896999E+1	-7.0027419E-8
1.0897999E+1	-7.0027468E-8
